LC,product,sr_level,temp,category,sub_category,off_on_ratio
0,64,15.482535873433335,hot,2,11,0.9593271044643344
1,64,16.83371001719224,hot,2,11,0.9390656154617891
2,64,10.973425133488476,hot,2,11,0.994125484411532
3,64,13.161461510208435,hot,2,11,0.9038260646651025
4,64,11.365224904028294,hot,2,11,1.2433303502051047
5,64,18.77908581320288,hot,2,11,0.9090937273389998
6,64,10.33311991062765,hot,2,11,0.8053623978945108
8,64,7.198475966820525,hot,2,11,0.9067097488165752
9,64,7.5583071972342735,hot,2,11,0.9829402883430659
10,64,6.014536359527078,hot,2,11,0.9309475457673501
11,64,19.84583933134357,hot,2,11,1.0058341926490284
12,64,12.11137655701113,hot,2,11,1.0067875980644925
13,64,9.841291377896097,hot,2,11,0.9618618803558004
14,64,12.128059734489844,hot,2,11,0.9782343014386521
15,64,7.083841013094236,hot,2,11,0.7904686777175826
16,64,14.901124408581412,hot,2,11,1.0351914075219912
0,65,20.06841581764526,hot,2,11,0.9029988058102157
1,65,22.902778116624646,hot,2,11,0.8436832383556487
2,65,8.8034652180521,hot,2,11,0.8985943185284524
3,65,11.687106253071788,hot,2,11,0.8554723406326377
4,65,18.65318116280345,hot,2,11,0.9834600648779371
5,65,12.438566418480175,hot,2,11,0.8632483056994645
6,65,7.501924104608828,hot,2,11,0.7524124014945699
8,65,4.183848936061524,hot,2,11,0.8379879195506464
9,65,8.736406883983735,hot,2,11,0.9000653068738551
10,65,4.329385494869528,hot,2,11,0.7648979347651033
11,65,18.316439038196993,hot,2,11,0.934078807437356
12,65,11.685292852999694,hot,2,11,0.9353394645436777
13,65,7.377770163005112,hot,2,11,0.8388643907891546
14,65,10.721928233973097,hot,2,11,0.8524695376128754
15,65,5.025304136531917,hot,2,11,0.7125279238131251
16,65,12.894372429684239,hot,2,11,0.9080935403721855
0,66,10.440652368875092,hot,2,11,0.775305419143981
1,66,12.97230854724834,hot,2,11,0.7557212736007883
2,66,6.276013922463014,hot,2,11,0.8698015517768404
3,66,9.47503250266028,hot,2,11,0.8252582086209975
4,66,9.231997238129262,hot,2,11,0.9213286625986701
5,66,17.27765047937184,hot,2,11,0.7622456725285918
6,66,7.0127039299154825,hot,2,11,0.6285843125261481
8,66,4.931144557949772,hot,2,11,0.6846929801445579
9,66,4.403793770515062,hot,2,11,0.8381337687895543
10,66,3.6508426128434035,hot,2,11,0.7521381531197517
11,66,13.104781383453492,hot,2,11,0.8476513446455134
12,66,6.746597785219331,hot,2,11,0.8795902268690844
13,66,7.190900208945522,hot,2,11,0.8220875262379789
14,66,7.2383003609937875,hot,2,11,0.8213553264141837
15,66,4.066492133164269,hot,2,11,0.6586513441621183
16,66,7.005323313112348,hot,2,11,0.8757552717902762
0,67,0.14869233799204223,cold,0,7,2.215630337052404
1,67,0.891680483345051,cold,0,7,2.0039100692182803
2,67,1.3055819178494992,cold,0,7,1.7792601201848184
3,67,0.6932210085512905,cold,0,7,1.9159336599153904
4,67,0.9914403812758114,cold,0,7,1.735495459786326
5,67,1.4639983969437613,cold,0,7,1.6671608602922825
6,67,1.5693549040995074,cold,0,7,1.9071002178414875
8,67,3.728127864043401,cold,0,7,1.8981349969600263
9,67,1.165227869916491,cold,0,7,2.0238810993738103
10,67,4.202573702397955,cold,0,7,1.4954398693596733
11,67,0.7352699387982533,cold,0,7,2.0145772685491523
12,67,1.2532246952227788,cold,0,7,2.246807829645966
13,67,3.1263535367881348,cold,0,7,1.6522050927942384
14,67,1.71763240420937,cold,0,7,1.702498845809773
15,67,4.659760948683721,cold,0,7,1.7559916026874556
16,67,1.2604511660635378,cold,0,7,1.7623965005195834
0,68,206.400945665577,hot,0,6,1.1864433487657313
1,68,246.7004037594122,hot,0,6,1.1528073955057119
2,68,288.15216031263714,hot,0,6,1.1013736768041986
3,68,284.3096296134143,hot,0,6,1.1108983160744168
4,68,277.99628030674023,hot,0,6,1.0703608258358437
5,68,191.6057051036643,hot,0,6,1.1064230986363226
6,68,246.14065072714612,hot,0,6,1.1161446715354748
7,68,415.9794033566559,hot,0,6,1.0739203542309446
8,68,210.42241459805595,hot,0,6,1.0389826778543692
9,68,336.3704284260858,hot,0,6,1.143771572042768
10,68,267.4416125278497,hot,0,6,1.1037586627921945
11,68,252.1178800018981,hot,0,6,1.0924087606799053
12,68,286.8409548362248,hot,0,6,1.0988101034099549
13,68,277.186551548555,hot,0,6,1.0927226098189773
14,68,242.74977235779315,hot,0,6,1.0435567736150395
15,68,218.5764659065493,hot,0,6,1.0691188212626739
16,68,289.2104214455547,hot,0,6,1.0494139477456412
0,69,143.93979378850943,hot,3,16,0.7003006014474653
1,69,178.25810968362794,hot,3,16,0.7306547823833683
2,69,151.822207280743,hot,3,16,0.9202019355496567
3,69,161.7532421175363,hot,3,16,0.7423352169507363
4,69,152.58298007904108,hot,3,16,0.9275565134663
5,69,178.49696798170373,hot,3,16,0.7809197583163985
6,69,156.77283694470677,hot,3,16,0.9580798622307762
7,69,160.62002717192874,hot,3,16,1.189951567117681
8,69,168.4291075110639,hot,3,16,0.9401720180150459
9,69,169.57473494077158,hot,3,16,0.8717404893233778
10,69,192.93035949751427,hot,3,16,0.9179245661952303
11,69,147.7068225864427,hot,3,16,0.7338404173579284
12,69,151.2621121601175,hot,3,16,0.914806483937947
13,69,165.12051823642594,hot,3,16,0.9450133253337667
14,69,142.83850091212423,hot,3,16,1.0860409774294613
15,69,165.29859306005216,hot,3,16,0.9797782641692676
16,69,147.08131189985386,hot,3,16,0.9258970398788228
0,70,40.12235896966956,hot,3,16,1.5706831252103894
1,70,61.10446825682271,hot,3,16,1.5708623410894882
2,70,53.18675845679417,hot,3,16,1.4143412986031307
3,70,55.62581853319683,hot,3,16,1.593407675736156
4,70,63.56352267166424,hot,3,16,1.3152551616263832
5,70,60.67229468451598,hot,3,16,1.617138232037757
6,70,53.64384564738786,hot,3,16,1.5199024257411358
7,70,91.2545829839591,hot,3,16,1.2458693613731773
8,70,76.04041571240508,hot,3,16,1.3828749187223257
9,70,59.98311041790939,hot,3,16,1.4065493794464323
10,70,64.07729894521526,hot,3,16,1.5017283057987103
11,70,56.77996415767938,hot,3,16,1.4329405492898142
12,70,52.00892379665781,hot,3,16,1.4612535574461554
13,70,75.58200502545722,hot,3,16,1.367255639039871
14,70,54.671923261969944,hot,3,16,1.4276267686434387
15,70,56.564668909280854,hot,3,16,1.4175927744707617
16,70,54.136685733483255,hot,3,16,1.4593451164999778
0,71,56.39660185660975,hot,3,16,1.6037915534729659
1,71,63.09769624747739,hot,3,16,1.533472752799899
2,71,84.87489281146837,hot,3,16,1.6721026368867222
3,71,70.9714745895802,hot,3,16,1.493537333312423
4,71,61.06997585748915,hot,3,16,1.3915581114209803
5,71,75.93420898314672,hot,3,16,1.548577316829249
6,71,91.58917020432438,hot,3,16,1.5470423574657501
7,71,99.30819726991813,hot,3,16,1.3800992692321379
8,71,92.79474172119319,hot,3,16,1.3172047753282292
9,71,73.56646734744469,hot,3,16,1.406657868066278
10,71,90.44747096760753,hot,3,16,1.4827344046678042
11,71,68.81628973778152,hot,3,16,1.5348922616901883
12,71,78.35803557525769,hot,3,16,1.4353958616499403
13,71,80.6296492360635,hot,3,16,1.5227563004233278
14,71,76.87733563006182,hot,3,16,1.54716287615739
15,71,89.60260456448425,hot,3,16,1.4252404014954678
16,71,68.50249806543233,hot,3,16,1.5312673712755847
0,72,46.93169765315876,hot,4,21,1.0
1,72,34.841532108952144,hot,4,21,1.4272238423749732
2,72,48.68831284181328,hot,4,21,1.0
3,72,52.13773254088907,hot,4,21,1.309752339318307
4,72,39.485851096165376,hot,4,21,1.049392602476389
5,72,49.254402399098495,hot,4,21,1.0
6,72,47.564567196553966,hot,4,21,1.0
7,72,83.0084223055155,hot,4,21,1.0
8,72,56.59932837152193,hot,4,21,1.0
9,72,53.901534624174914,hot,4,21,0.6312471646931832
10,72,50.068182348556334,hot,4,21,1.0
11,72,33.14167219342499,hot,4,21,1.079955442423345
12,72,56.88365055619166,hot,4,21,1.0
13,72,57.52531454073316,hot,4,21,1.0
14,72,35.9744353904944,hot,4,21,1.0331873776252065
15,72,43.93700891482552,hot,4,21,1.0
16,72,30.901916551115,hot,4,21,1.1050104545855663
0,73,20.45622253577741,hot,2,4,0.7411470309495147
1,73,15.32379210774355,hot,2,4,0.7646972330944214
2,73,13.131768562609203,hot,2,4,0.7651747531531368
3,73,12.2614312809253,hot,2,4,0.7784434919172528
4,73,12.524302814610953,hot,2,4,0.8479717565903386
5,73,17.311782684205532,hot,2,4,0.7249435445524979
6,73,12.757060332473197,hot,2,4,0.623472335235652
8,73,7.656206211016164,hot,2,4,0.6978105060120803
9,73,11.81323545073065,hot,2,4,0.7419989787467973
10,73,9.33605942015554,hot,2,4,0.7339485755033236
11,73,16.338705676401162,hot,2,4,0.8031110255820298
12,73,15.764429336644628,hot,2,4,0.7911275838269461
13,73,10.488939509410052,hot,2,4,0.7938490797081987
14,73,8.658057663161292,hot,2,4,0.7724282991890319
15,73,13.135938206158748,hot,2,4,0.628223709211679
16,73,8.246128571636598,hot,2,4,0.8156357591192596
0,74,29.01356429933355,cold,1,3,1.2698197699411677
1,74,33.90217440941921,cold,1,3,1.1696118009338698
2,74,25.86175551787619,cold,1,3,1.0704871646166783
3,74,20.190178460425777,cold,1,3,1.0422718878048234
4,74,40.255491426185635,cold,1,3,1.0593452562698495
5,74,16.07714969267238,cold,1,3,1.038515076203977
6,74,27.506066249785018,cold,1,3,1.0511439433001895
7,74,66.29096684124806,cold,1,3,0.9567480065460725
8,74,33.54600381009144,cold,1,3,1.0332881808908103
9,74,25.122269309217206,cold,1,3,1.07309230144889
10,74,24.776891880372567,cold,1,3,0.9713202952227976
11,74,37.38645919720408,cold,1,3,1.1158627568056845
12,74,26.90581776982219,cold,1,3,1.1352038265423656
13,74,44.050516229881474,cold,1,3,1.0419220375800904
14,74,31.655561628161745,cold,1,3,0.9991650366937901
15,74,24.465595961094728,cold,1,3,0.9853379046933928
16,74,33.979318322803486,cold,1,3,1.0426985604194388
0,75,43.71455286752822,hot,3,10,1.4395168071378248
1,75,33.27786539027218,hot,3,10,1.3873487363458443
2,75,37.7650356359873,hot,3,10,1.3220761093113826
3,75,34.94541234534732,hot,3,10,1.4487226921626843
4,75,49.38006844039758,hot,3,10,1.315181094126659
5,75,27.793907119338378,hot,3,10,1.5299685136634174
6,75,26.795658385875292,hot,3,10,1.5085585201731997
7,75,57.633467799584395,hot,3,10,1.3181859784010546
8,75,30.39718075784894,hot,3,10,1.3801346799784664
9,75,34.490039881569984,hot,3,10,1.264093198914057
10,75,35.16090915024014,hot,3,10,1.3978231999798696
11,75,40.38721686083421,hot,3,10,1.313585732077535
12,75,37.20666119603658,hot,3,10,1.3782608371721898
13,75,41.45687002309398,hot,3,10,1.3560247609766907
14,75,33.165193267769254,hot,3,10,1.386442537696396
15,75,27.264199191640476,hot,3,10,1.4118636028677054
16,75,39.08078462504379,hot,3,10,1.293561450749641
0,76,34.961767656070876,hot,3,10,1.0
1,76,27.492586660907268,hot,3,10,1.0
2,76,17.56997907801598,hot,3,10,1.0
3,76,19.170385030828612,hot,3,10,1.0
4,76,38.77704829383683,hot,3,10,1.0
5,76,23.064952946199107,hot,3,10,1.0
6,76,10.941320814311315,hot,3,10,1.0
8,76,8.493849649617575,hot,3,10,1.0
9,76,18.425986545410318,hot,3,10,1.0
10,76,10.927120717867442,hot,3,10,1.0
11,76,37.266026007221186,hot,3,10,1.0
12,76,26.871611530629117,hot,3,10,1.0
13,76,14.047209822705511,hot,3,10,1.0
14,76,18.542459244079115,hot,3,10,1.0
15,76,7.800182771313348,hot,3,10,1.0
16,76,20.409345684704203,hot,3,10,1.0
0,77,1.4799352917344453,hot,1,3,1.0219528502601871
1,77,1.3148358990489055,hot,1,3,0.9995180592665127
2,77,1.454114291157335,hot,1,3,0.8479500561252835
3,77,1.410585301043739,hot,1,3,0.8850952759715802
4,77,2.7264584700175827,hot,1,3,0.9229439106135636
5,77,1.8420944208442147,hot,1,3,0.9190603932104753
6,77,1.7479881366467387,hot,1,3,0.9796498289321828
7,77,2.8232567170796705,hot,1,3,0.957496596173331
8,77,1.6401548158278705,hot,1,3,1.0377239786378767
9,77,2.384839519832847,hot,1,3,0.8358814061677872
10,77,1.357647415694453,hot,1,3,0.7433603943552775
11,77,1.7975503031246218,hot,1,3,0.9135391843659673
12,77,2.230334868757529,hot,1,3,1.1710911838289273
13,77,2.8582807441578164,hot,1,3,0.9352008748066117
14,77,1.0918907207703918,hot,1,3,0.8549852045706142
15,77,1.8958977794319114,hot,1,3,0.8628601172231437
16,77,1.3656345919703554,hot,1,3,0.7958395243427338
0,78,0.753149958954469,hot,1,3,1.0014782957704476
1,78,0.7670383683976074,hot,1,3,0.8848139585111864
2,78,0.7215964569655333,hot,1,3,0.7827262410990684
3,78,0.554447377658982,hot,1,3,0.8531698359308568
4,78,1.3035841910802701,hot,1,3,0.8198667157994756
5,78,0.5884608130480726,hot,1,3,0.8701813520802155
6,78,0.6187866195155178,hot,1,3,0.8298960841849431
7,78,1.1418086734778472,hot,1,3,0.6664288547648575
8,78,0.6293263478880898,hot,1,3,0.8276701701295198
9,78,1.0679664203488266,hot,1,3,0.7177597456158951
10,78,0.6921791903514092,hot,1,3,0.664645378127642
11,78,0.7920092347430756,hot,1,3,0.7933481127198323
12,78,0.9458756692963272,hot,1,3,0.8903943527456025
13,78,1.1557816006451693,hot,1,3,0.8059732010712947
14,78,0.6467015173701678,hot,1,3,0.7114070221361614
15,78,0.5801622826119714,hot,1,3,0.6979453431743174
16,78,0.6467015845672267,hot,1,3,0.7289545614071793
0,79,0.059844110174296604,hot,1,3,1.2285086441521451
1,79,0.07486254595012665,hot,1,3,0.956420284718862
2,79,0.07403491221255111,hot,1,3,0.8537835848544526
3,79,0.07223611528358571,hot,1,3,1.1734271520989097
4,79,0.09452357758159476,hot,1,3,0.9862145952803628
5,79,0.04894196100919324,hot,1,3,0.8890770227524447
6,79,0.04646112682343897,hot,1,3,1.25524330038818
7,79,0.11952440839874238,hot,1,3,0.3796338095352792
8,79,0.06134777573148565,hot,1,3,0.9562981338870797
9,79,0.11356261784687369,hot,1,3,0.9464201691712447
10,79,0.04045759497752309,hot,1,3,0.795578374271048
11,79,0.06619771390930959,hot,1,3,0.8431077708468843
12,79,0.09339401781969232,hot,1,3,0.9723390263273864
13,79,0.11115546169319714,hot,1,3,1.119316383372334
14,79,0.06832649009673981,hot,1,3,0.9669416524047116
15,79,0.03965758970429121,hot,1,3,1.0228247588594748
16,79,0.06965911651758731,hot,1,3,0.8716102122184695
0,80,330.2998454927879,hot,4,22,1.1261305597030742
1,80,227.12586037593928,hot,4,22,1.0618567200277786
2,80,290.0861896591244,hot,4,22,1.0240440811454674
3,80,329.86924047412583,hot,4,22,1.025668800074768
4,80,228.73192168986387,hot,4,22,1.0157694736969742
5,80,325.73062322542967,hot,4,22,1.1198090656646742
6,80,359.7273163950348,hot,4,22,1.1002437833794192
7,80,353.0342624032242,hot,4,22,1.0043935593943567
8,80,350.95043483099545,hot,4,22,1.065410123576416
9,80,378.61420492925856,hot,4,22,1.0017632116205584
10,80,399.8206351644208,hot,4,22,1.0778126233835095
11,80,204.54970029783806,hot,4,22,1.02333301470393
12,80,311.6740206436248,hot,4,22,1.0263409310484777
13,80,238.62816908336293,hot,4,22,1.0308727990509192
14,80,235.77077808299123,hot,4,22,0.96920391546681
15,80,320.4684531697952,hot,4,22,1.079346697766963
16,80,193.50818547906147,hot,4,22,0.9720209386817112
0,81,195.33942046070345,hot,2,0,1.0018804620148294
1,81,221.3161300651353,hot,2,0,0.9677137823023275
2,81,176.6222704847105,hot,2,0,0.9813334627213054
3,81,181.11617179844365,hot,2,0,0.9872899579397948
4,81,258.59531673999453,hot,2,0,1.0191776991728423
5,81,152.2708403630267,hot,2,0,1.005192991025776
6,81,199.1289937051376,hot,2,0,1.0510866098242448
7,81,264.37596204380094,hot,2,0,1.0262638041091643
8,81,219.66033886217565,hot,2,0,1.0472670293431896
9,81,182.13630518070335,hot,2,0,1.0236420578789556
10,81,193.74293419964616,hot,2,0,1.029744544527529
11,81,201.80416825789845,hot,2,0,0.9599709371889555
12,81,157.6500336928503,hot,2,0,0.9444568433973781
13,81,269.59328006293805,hot,2,0,1.016670603158573
14,81,215.89214709889228,hot,2,0,0.9257389060273034
15,81,175.71144567458185,hot,2,0,1.0217952524369784
16,81,208.58906094889707,hot,2,0,0.9150683187434333
0,82,9.876826291653307,cold,3,18,0.4971045046539582
1,82,4.650440181611974,cold,3,18,0.5113920141331642
2,82,1.3793239841279636,cold,3,18,0.7062496218630732
3,82,0.06939487965002508,cold,3,18,0.8356972639137985
4,82,0.06341127330429566,cold,3,18,1.0
5,82,5.624096961987413,cold,3,18,0.4204438870979587
6,82,0.08734960638729057,cold,3,18,1.0
7,82,3.5244434424689364,cold,3,18,0.7567293241503853
8,82,0.06022406838587166,cold,3,18,0.5883510966971188
9,82,3.945392093267995,cold,3,18,0.7250910362331937
10,82,1.8505453713593365,cold,3,18,0.4180039724582282
11,82,0.04148155397744067,cold,3,18,1.0
12,82,1.8947494973338865,cold,3,18,0.7111739522076018
13,82,0.03013200502844148,cold,3,18,1.0
14,82,0.04386329767976274,cold,3,18,1.0
15,82,0.042744740986697394,cold,3,18,1.0
16,82,0.06847755083008146,cold,3,18,1.0
0,83,103.69449626302678,hot,3,10,1.2226808165051841
1,83,67.88773510331431,hot,3,10,1.1442517048385354
2,83,61.20927237701939,hot,3,10,1.1337242033218717
3,83,61.73171479331699,hot,3,10,1.2709603731691106
4,83,44.56505879099947,hot,3,10,1.1256770243057432
5,83,49.15672096052057,hot,3,10,1.310457316160576
6,83,62.230924894145446,hot,3,10,1.2446406281876818
7,83,86.65238715886596,hot,3,10,1.2050294862148865
8,83,56.7621477765598,hot,3,10,1.2622993561617248
9,83,68.06101868892556,hot,3,10,1.154645535395076
10,83,56.8778020399364,hot,3,10,1.1636754302885493
11,83,43.52608296177493,hot,3,10,1.1744517878418403
12,83,61.69740924312237,hot,3,10,1.1564299380575187
13,83,66.8890848378551,hot,3,10,1.14973793581809
14,83,48.24033772919828,hot,3,10,1.1822834890011509
15,83,47.572111531969924,hot,3,10,1.2344877954513962
16,83,54.3340755255895,hot,3,10,1.1320995826371953
0,84,20.15611086489155,hot,2,11,1.0
1,84,29.713181270545213,hot,2,11,1.0
2,84,18.19398655680318,hot,2,11,1.0
3,84,28.635912586886906,hot,2,11,1.0
4,84,31.62107142094736,hot,2,11,1.0
5,84,30.763165214196025,hot,2,11,1.0
6,84,12.170435824943672,hot,2,11,1.0
8,84,10.538169880686585,hot,2,11,1.0
9,84,13.988631880758204,hot,2,11,1.0
10,84,12.921422128108658,hot,2,11,1.0
11,84,36.72557937939225,hot,2,11,1.0
12,84,18.5715406412273,hot,2,11,1.0
13,84,17.373819565486254,hot,2,11,1.0
14,84,21.42899912198179,hot,2,11,1.0
15,84,11.195764127114648,hot,2,11,1.0
16,84,23.506539528473436,hot,2,11,1.0
0,85,96.85346082180153,hot,4,21,1.5265191835765384
1,85,112.63614590255177,hot,4,21,1.490109643863561
2,85,115.6642275731046,hot,4,21,1.3932400770218234
3,85,82.79591636173797,hot,4,21,1.4671190790737254
4,85,99.1709930337396,hot,4,21,1.273418589606907
5,85,70.80016495975039,hot,4,21,1.5129438855939876
6,85,69.97348815256021,hot,4,21,1.4521308110522522
7,85,105.50720592243432,hot,4,21,1.2686448615565307
8,85,72.0710380341526,hot,4,21,1.3205698462717126
9,85,112.67071036908744,hot,4,21,1.5094049348818575
10,85,85.18079145505524,hot,4,21,1.575943871763834
11,85,111.8773730706735,hot,4,21,1.388482875984471
12,85,126.71377402674412,hot,4,21,1.4186805394002808
13,85,97.84486408679798,hot,4,21,1.4192187614309226
14,85,102.58653938091095,hot,4,21,1.424202731350318
15,85,67.25009936234446,hot,4,21,1.4578719033839596
16,85,100.56162555604797,hot,4,21,1.4270542551825625
